Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
47681,443,29966,443,6790,1336,13932,20,187,12,9,allow
43104,443,52418,443,3013,1661,1352,19,20,8,6,allow
58784,443,58898,443,41305,2456,38849,63,30,29,34,allow
52470,443,33189,443,7915,1213,6702,23,50,12,11,allow
57169,53,49234,53,177,94,83,2,30,1,1,allow
39735,53,43858,53,223,78,145,2,30,1,1,allow
44313,53,51644,53,199,94,105,2,30,1,1,allow
64967,53,44002,53,751,102,649,2,30,1,1,allow
57017,53,22107,53,177,94,83,2,30,1,1,allow
52059,47363,55015,47363,70,70,0,1,5,1,0,allow
64024,57825,29804,57825,312,132,180,6,6,3,3,allow
60356,443,15398,443,8079,2013,5797,26,17,15,11,allow
49665,53,61260,53,361,118,243,4,33,2,2,allow
56276,443,35631,443,12006,3698,8308,37,15,13,13,allow
55694,62954,52341,62954,504,318,186,8,15,5,3,allow
49042,443,19321,443,5792,2630,4028,29,31,11,10,allow
53380,443,29438,443,8442,1662,7308,23,15,13,10,allow
65513,53,44243,53,186,102,84,2,30,1,1,allow
62487,443,47119,443,14840,3978,10862,32,33,15,17,allow
50857,80,16954,80,550,848,74,9,15,5,3,allow
56970,443,55404,443,16378,3002,13376,35,17,17,18,allow
55214,443,64710,148,8398,1552,6846,27,50,14,13,allow
36097,443,29806,443,5108,1384,4747,27,50,15,9,allow
46750,183,52499,443,350,210,140,6,25,4,2,allow
56752,443,32332,443,8006,1987,6020,20,15,11,9,allow
53849,17580,55160,183,492,306,186,8,15,5,3,allow
58976,53,61877,53,781,94,687,2,30,1,1,allow
51878,443,1905,443,7241,1972,5269,28,68,16,12,allow
50822,80,16918,80,550,476,74,6,15,5,1,allow
36607,21678,37289,443,7698,2373,5325,17,159,12,9,allow
52214,443,59996,443,28954,3170,7728,33,331,14,22,allow
55696,64301,60133,64301,316,190,49,5,15,3,2,allow
49715,53,2852,53,734,94,640,2,30,1,1,allow
57169,53,55485,53,177,94,83,2,30,1,1,allow
58207,443,31795,443,10209,2530,7679,33,223,15,11,allow
64583,443,48873,295,4742,2109,7041,27,32,15,12,allow
42951,443,65078,443,6513,1609,4904,26,303,14,11,allow
53016,80,9240,80,3128,2211,4148,13,28,3,10,allow
54598,53,30660,53,168,78,90,2,30,1,1,allow
5380,53,15988,53,377,94,283,2,30,1,1,allow
50680,443,36184,443,2993,866,5968,10,120,5,5,allow
53844,12109,27697,16925,940,502,438,14,18,7,1,allow
52092,48658,51084,48658,316,136,180,6,7,1,3,allow
53076,443,8791,443,96850,6037,90813,150,177,55,95,allow
54953,53,38712,53,263,94,169,2,30,1,1,allow
49676,53,26255,53,216,110,106,2,30,1,1,allow
58539,53,3723,53,177,94,83,2,29,1,1,allow
54749,443,23422,443,273283,194709,78574,1567,3312,746,821,allow
42993,443,4203,443,7821,3237,4584,39,149,19,20,allow
43231,443,33460,201,56226,4852,51374,71,106,30,35,allow
57380,443,31912,443,5553,927,4626,16,15,10,6,allow
48610,443,17023,443,1442,787,651,14,122,8,7,allow
46298,443,15343,443,18514,4506,14008,72,105,41,31,allow
38528,443,36554,443,13608,3518,10090,48,217,24,24,allow
58744,443,58147,443,14878,4225,10653,83,330,79,142,allow
51175,443,19417,443,2132473,55149,2077324,2144,63,731,1413,allow
52091,4789,12478,4789,70,70,0,2,7,2,0,allow
58945,443,49273,443,5168,1138,4468,16,15,7,10,allow
52088,21427,28933,35605,70,70,0,2,7,2,0,allow
49782,443,53470,443,70,70,0,2,7,2,0,allow
52096,443,13873,443,4747,1545,1146,18,15,10,8,allow
49826,443,11659,443,6105,852,8367,17,77,9,12,allow
52060,29868,29510,10893,64,70,0,1,5,1,0,allow
52061,35717,37968,35717,70,70,0,1,5,1,0,allow
65378,53,29573,53,476,121,355,4,40,2,2,allow
50603,80,50603,80,1706,1006,700,11,21,6,5,allow
62486,443,21615,443,10390,7057,3333,27,33,15,12,allow
48265,443,59042,443,4138,2416,1722,31,80,16,15,allow
36098,443,23776,443,5901,1324,4577,25,96,14,11,allow
56225,53,8973,53,194,102,92,2,29,1,1,allow
43861,123,6210,123,184,94,90,2,29,1,1,allow
58942,443,33385,443,5168,700,4468,16,15,7,9,allow
49800,53,35452,53,485,93,392,4,48,2,2,allow
64040,53,17235,53,226,102,124,2,29,1,1,allow
5588,5588,0,0,3562,1936,1626,48,194,24,24,allow
40495,53,8395,53,168,81,90,2,29,1,1,allow
54998,53,24555,53,168,78,90,2,30,1,1,allow
65110,53,31746,53,406,142,264,2,30,2,1,allow
41153,53,8565,53,168,78,90,2,30,1,1,allow
64950,53,51754,53,728,102,626,2,30,1,1,allow
65314,53,45253,53,195,102,93,2,30,1,1,allow
50130,53,10528,53,183,94,89,2,30,1,1,allow
59692,53,62070,53,374,94,89,2,31,1,1,allow
49858,53,41757,53,177,94,83,2,30,1,1,allow
47135,53,52086,53,199,94,105,2,30,1,1,allow
56367,53,43339,53,389,97,92,2,30,1,1,allow
40499,27054,33773,27054,3142,1386,1756,8,31,4,4,allow
56970,443,7987,443,6815,3817,2998,23,143,11,8,allow
51910,443,52422,443,29367,10171,19196,66,184,32,34,allow
65139,53,58108,53,754,94,327,2,31,1,1,allow
58785,443,2616,443,37165,2164,35001,58,29,28,30,allow
65386,53,36311,53,197,102,95,2,33,1,1,allow
62488,443,33482,443,1326,876,450,11,32,7,5,allow
46862,443,48242,443,6162,925,5237,18,179,10,8,allow
36099,443,35934,443,5901,1324,4577,22,50,14,11,allow
36815,443,48632,443,332,210,206,7,29,4,3,allow
65314,53,45253,53,195,102,93,2,30,1,1,allow
51081,53,49643,53,168,78,90,2,30,1,1,allow
57017,53,16260,53,182,94,83,2,30,1,1,allow
44864,443,47449,443,8779,1861,7787,34,120,17,17,allow
55404,443,57333,443,2352,1394,958,17,275,9,8,allow
57027,53,59688,53,177,92,83,2,31,1,1,allow
50301,7000,50301,7000,3132,815,2317,14,15,7,7,allow
50767,444,24933,443,14819,3993,10826,80,330,36,44,allow
52063,21427,16483,7886,70,70,0,1,5,1,0,allow
51989,80,9142,80,1344,899,445,8,15,6,2,allow
53077,443,54152,443,6173,924,5249,18,177,10,8,allow
52358,443,40970,443,4145,2738,1407,29,27,12,13,allow
64585,443,46353,443,24686,1935,22751,36,18,17,19,allow
50352,80,51125,80,2537,783,1754,12,25,7,6,allow
42252,443,60268,443,130,70,60,2,15,1,1,allow
40806,8000,37524,53,195,71,124,4,58,2,2,allow
51756,53,33754,53,168,78,90,2,30,1,1,allow
42066,443,21363,443,377544,10569,366975,199,221,152,262,allow
49858,53,34344,53,177,94,83,2,30,1,1,allow
49657,53,23289,53,198,94,104,2,30,1,1,allow
57001,53,43521,53,177,94,83,2,30,1,1,allow
40880,443,42551,443,8142,2090,6052,22,360,10,12,allow
57027,53,37270,53,177,94,83,2,30,1,1,allow
51365,17370,6522,443,39240,3804,35436,10,133,38,34,allow
56753,443,16519,443,8058,2038,6020,20,15,11,9,allow
53848,43725,42846,43725,552,306,246,9,5,5,4,allow
58944,443,12374,443,5166,700,4466,16,15,7,9,allow
46500,443,37783,443,1933,799,214,8,29,5,3,allow
53437,6057,54615,6057,245,245,0,1,30,2,0,allow
57115,53,44854,53,728,102,626,2,30,1,1,allow
57001,53,25113,53,177,94,83,2,30,1,1,allow
50499,53,23624,53,236,94,139,2,30,1,1,allow
52434,53,49925,53,183,86,97,2,30,1,1,allow
65528,53,44314,53,168,86,82,2,30,1,1,allow
57833,443,35792,443,215996,13055,202941,265,127,96,169,allow
50091,53,1529,53,172,94,78,2,31,1,1,allow
50038,53,46782,53,177,94,83,2,31,1,1,allow
6881,30924,61749,6992,150,150,0,1,0,1,0,allow
33227,53,32032,53,177,91,91,2,30,1,1,allow
49676,53,4887,53,216,110,106,2,30,1,1,allow
43366,53,27594,53,168,78,90,2,30,1,1,allow
59441,53,24889,53,177,94,83,2,30,1,1,allow
57387,53,49331,53,178,94,84,2,30,1,1,allow
42903,53,55150,53,168,78,90,2,30,1,1,allow
58679,53,51576,53,177,94,83,2,31,1,1,allow
40192,443,40192,443,11928,3226,8702,23,160,11,12,allow
52136,443,52136,443,171443,63335,234746,337,323,145,192,allow
65367,53,17484,53,235,94,177,2,30,1,1,allow
40204,40025,3762,26695,148,86,62,2,30,1,1,allow
64741,53,19831,53,420,110,310,2,30,1,1,allow
59218,53,41217,53,511,126,385,2,31,1,1,allow
54775,53,30567,53,168,86,82,2,31,1,1,allow
34244,443,6672,443,3528,1045,2483,13,120,6,7,allow
50461,443,13300,44,78333,12774,65559,140,128,59,81,allow
57470,50321,60490,50321,5231,5231,0,79,5173,79,0,allow
37658,16385,25619,16385,130,70,60,2,30,1,1,allow
64955,443,45542,443,2279,1129,1150,25,120,12,13,allow
64525,443,40837,443,5981,1902,4079,14,120,7,7,allow
15503,55878,37795,21263,481,150,331,2,1200,1,1,allow
51584,443,52476,443,16921,7469,9452,37,138,19,21,allow
37653,5223,43344,5223,142,142,0,1,5,1,0,allow
45755,443,42960,443,1625,2406,587,14,124,8,6,allow
37565,443,55641,443,4386,1119,3779,17,30,9,8,allow
37564,443,37233,443,2852,924,462,16,388,7,38,allow
51215,443,40097,443,11490,3671,7819,33,93,18,15,allow
37566,443,44207,443,1386,924,462,12,30,7,5,allow
51430,40038,53758,40038,585,86,499,2,30,1,1,allow
37658,22737,24782,16384,130,70,60,2,30,1,1,allow
63500,445,0,0,66,66,0,1,0,1,0,drop
63498,445,0,0,66,66,0,1,0,1,0,drop
51123,445,0,0,66,66,0,1,0,1,0,drop
63328,445,0,0,70,70,0,1,0,1,0,drop
51923,22114,0,0,146,146,0,1,0,1,0,deny
63326,445,0,0,70,70,0,1,0,1,0,drop
13062,52274,0,0,66,66,0,1,0,1,0,deny
31738,51505,0,0,62,62,0,1,0,1,0,deny
1080,8391,0,0,66,66,0,1,0,1,0,deny
33380,23,0,0,63,60,0,1,0,1,0,deny
51734,445,0,0,70,70,0,1,0,1,0,drop
51732,445,0,0,70,70,0,1,0,1,0,drop
51727,445,0,0,70,70,0,1,0,1,0,drop
51724,445,0,0,70,70,0,1,0,1,0,drop
51291,25174,0,0,62,62,0,1,0,1,0,deny
7048,28324,0,0,66,66,0,1,0,1,0,deny
13120,25174,0,0,90,90,0,1,0,1,0,deny
60311,30627,0,0,66,66,0,1,0,1,0,deny
56328,36237,0,0,62,62,0,1,0,1,0,deny
45964,55559,0,0,60,60,0,1,0,1,0,deny
1042,33175,0,0,145,145,0,1,0,1,0,deny
49275,57470,0,0,63,62,0,1,0,1,0,deny
45941,23386,0,0,60,60,0,1,0,1,0,deny
65233,23117,0,0,66,66,0,1,0,1,0,deny
37034,25174,0,0,146,146,0,1,0,1,0,deny
63320,445,0,0,70,70,0,1,0,1,0,drop
51271,37965,0,0,66,66,0,1,0,1,0,deny
19613,35440,0,0,62,62,0,1,0,1,0,deny
60980,5900,0,0,60,60,0,1,0,1,0,deny
63313,445,0,0,70,70,0,1,0,1,0,drop
63310,445,0,0,70,70,0,1,0,1,0,drop
42030,25,0,0,74,74,0,1,0,1,0,deny
51717,445,0,0,70,70,0,1,0,1,0,drop
51716,445,0,0,70,70,0,1,0,1,0,drop
51711,445,0,0,70,70,0,1,0,1,0,drop
65015,22114,0,0,62,62,0,1,0,1,0,deny
58627,64097,0,0,66,66,0,1,0,1,0,deny
31683,35440,0,0,62,62,0,1,0,1,0,deny
63488,445,0,0,66,66,0,1,0,1,0,drop
39061,22114,0,0,146,146,0,1,0,1,0,deny
50063,35776,0,0,148,148,0,1,0,1,0,deny
63307,445,0,0,70,70,0,1,0,1,0,drop
32738,37965,0,0,62,62,0,1,0,1,0,deny
36477,40740,0,0,145,65,0,1,0,1,0,deny
63305,445,0,0,70,70,0,1,0,1,0,drop
49797,25174,0,0,66,66,0,1,0,1,0,deny
27348,33644,0,0,62,62,0,1,0,1,0,deny
27969,25174,0,0,66,66,0,1,0,1,0,deny
62911,36237,0,0,62,62,0,1,0,1,0,deny
30304,33644,0,0,62,62,0,1,0,1,0,deny
12527,50584,0,0,62,62,0,1,0,1,0,deny
51709,445,0,0,70,70,0,1,0,1,0,drop
4793,28324,0,0,66,66,0,1,0,1,0,deny
21482,22114,0,0,62,62,0,1,0,1,0,deny
63301,445,0,0,70,70,0,1,0,1,0,drop
51708,445,0,0,70,70,0,1,0,1,0,drop
34811,28324,0,0,66,66,0,1,0,1,0,deny
25523,35974,0,0,62,62,0,1,0,1,0,deny
16570,25174,0,0,62,62,0,1,0,1,0,deny
24931,25174,0,0,146,146,0,1,0,1,0,deny
55161,37807,0,0,62,62,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
53389,23,0,0,60,60,0,1,0,1,0,deny
51123,445,0,0,66,66,0,1,0,1,0,drop
51123,445,0,0,66,66,0,1,0,1,0,drop
36460,25174,0,0,62,62,0,1,0,1,0,deny
63032,22114,0,0,66,66,0,1,0,1,0,deny
61961,11392,0,0,66,66,0,1,0,1,0,deny
27995,22114,0,0,62,62,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
52605,445,0,0,70,70,0,1,0,1,0,drop
51691,445,0,0,70,70,0,1,0,1,0,drop
51686,445,0,0,70,70,0,1,0,1,0,drop
63295,445,0,0,70,70,0,1,0,1,0,drop
54166,25174,0,0,62,62,0,1,0,1,0,deny
25063,64147,0,0,62,62,0,1,0,1,0,deny
63467,445,0,0,66,66,0,1,0,1,0,drop
59755,36567,0,0,66,65,0,1,0,1,0,deny
63457,445,0,0,66,66,0,1,0,1,0,drop
63459,445,0,0,66,66,0,1,0,1,0,drop
63455,445,0,0,66,66,0,1,0,1,0,drop
63453,445,0,0,66,66,0,1,0,1,0,drop
63452,445,0,0,66,66,0,1,0,1,0,drop
63450,445,0,0,66,66,0,1,0,1,0,drop
0,0,0,0,124,64,40,2,0,1,1,allow
38089,21133,0,0,145,145,0,1,0,1,0,deny
59032,7574,0,0,66,66,0,1,0,1,0,deny
51684,445,0,0,70,70,0,1,0,1,0,drop
51678,445,0,0,70,70,0,1,0,1,0,drop
51676,445,0,0,70,70,0,1,0,1,0,drop
51675,445,0,0,70,70,0,1,0,1,0,drop
36460,25174,0,0,62,62,0,1,0,1,0,deny
63282,445,0,0,70,70,0,1,0,1,0,drop
51834,35440,0,0,66,66,0,1,0,1,0,deny
27110,22114,0,0,62,62,0,1,0,1,0,deny
63279,445,0,0,70,70,0,1,0,1,0,drop
51609,37807,0,0,62,62,0,1,0,1,0,deny
55056,44512,0,0,62,63,0,1,0,1,0,deny
51674,445,0,0,70,70,0,1,0,1,0,drop
51672,445,0,0,70,70,0,1,0,1,0,drop
51669,445,0,0,70,70,0,1,0,1,0,drop
42344,48637,0,0,60,64,0,1,0,1,0,deny
63442,445,0,0,66,66,0,1,0,1,0,drop
49824,25174,0,0,146,146,0,1,0,1,0,deny
51666,445,0,0,70,70,0,1,0,1,0,drop
15113,25174,0,0,146,146,0,1,0,1,0,deny
23510,34309,0,0,60,60,0,1,0,1,0,deny
63440,445,0,0,66,66,0,1,0,1,0,drop
9552,57470,0,0,66,66,0,1,0,1,0,deny
59696,57470,0,0,62,62,0,1,0,1,0,deny
6036,51505,0,0,66,66,0,1,0,1,0,deny
63474,48817,0,0,62,63,0,1,0,1,0,deny
63438,445,0,0,66,66,0,1,0,1,0,drop
63437,445,0,0,66,66,0,1,0,1,0,drop
38077,57470,0,0,62,62,0,1,0,1,0,deny
50084,26672,0,0,62,62,0,1,0,1,0,deny
63274,445,0,0,70,70,0,1,0,1,0,drop
31906,48637,0,0,62,62,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
49651,37965,0,0,74,74,0,1,0,1,0,deny
63436,28324,0,0,66,66,0,1,0,1,0,drop
61738,2767,0,0,62,62,0,1,0,1,0,deny
42075,41798,0,0,146,146,0,1,0,1,0,deny
8229,22114,0,0,62,62,0,1,0,1,0,deny
7210,22114,0,0,62,62,0,1,0,1,0,deny
63271,445,0,0,70,70,0,1,0,1,0,drop
47040,25174,0,0,62,62,0,1,0,1,0,deny
23021,25174,0,0,62,62,0,1,0,1,0,deny
51663,445,0,0,70,70,0,1,0,1,0,drop
57761,30317,0,0,66,66,0,1,0,1,0,deny
48817,21939,34115,21939,513,152,219,2,1200,1,1,allow
56367,53,52598,53,188,96,92,2,31,1,1,allow
49601,53,48706,53,762,97,665,2,30,1,1,allow
55892,53,8349,53,182,93,89,2,30,1,1,allow
56370,313,46541,443,3715,1791,5774,23,127,12,11,allow
56361,443,32525,443,3775,1791,1984,24,203,12,12,allow
56347,53,57809,53,387,79,134,2,33,1,1,allow
41850,53,41850,53,257,93,156,2,33,1,1,allow
35485,443,15597,443,1633,1038,595,14,34,8,6,allow
5588,5588,0,0,3562,1936,1626,48,195,24,24,allow
56766,53,60267,53,170,87,83,2,31,1,1,allow
53918,53,0,0,222,82,140,2,30,1,1,allow
50078,443,50829,443,7418,2721,4697,21,17,12,11,allow
62042,201,31064,80,10924,548,370,17,48,6,11,allow
56353,443,25604,443,3775,1791,1631,24,203,12,12,allow
54930,443,26003,443,3734,1750,1984,24,203,12,12,allow
56356,322,29331,443,3734,1750,1984,24,203,12,12,allow
33734,53,33734,53,257,101,156,2,33,1,1,allow
9405,443,45039,443,5691,503,5188,14,15,7,7,allow
52261,5222,10119,5222,5380,2214,2836,24,503,26,29,allow
57196,53,50893,53,182,93,89,2,30,1,1,allow
51439,443,28008,443,4646,1855,8264,26,28,15,11,allow
47034,443,4001,443,7823,3268,8020,23,427,13,13,allow
53512,443,1529,322,1625,1038,587,14,34,8,6,allow
58463,53,64645,53,380,88,292,2,30,1,1,allow
38677,443,26000,443,5306,1619,3687,20,29,12,8,allow
55693,45341,22935,45341,70,70,0,1,5,1,0,allow
58930,443,60456,443,10413,7123,3544,30,18,17,13,allow
49236,443,49236,44,554853,293345,261508,600,69,317,283,allow
56369,443,26395,174,3674,1750,1924,23,203,12,11,allow
56359,322,2986,443,3734,1750,1984,24,203,12,12,allow
54930,443,15487,443,3734,1750,1984,24,203,12,12,allow
58928,443,59647,443,6548,4210,2338,23,18,12,11,allow
64988,27052,9710,27052,735,462,273,2,31,1,1,allow
48817,46429,48817,46429,763,296,467,2,1200,2,2,allow
56355,443,33571,443,3734,1750,1984,24,203,11,12,allow
38676,443,10906,443,5306,1619,3687,24,29,12,8,allow
50443,80,50443,80,73400,3702,16352,77,19,10,51,allow
56362,443,16235,443,3734,1656,1984,24,203,12,12,allow
53513,443,7067,443,1625,1038,587,14,34,8,6,allow
52632,443,52632,443,4351,1444,2907,19,28,11,8,allow
56363,443,61094,443,3734,1750,1984,24,203,12,12,allow
53516,443,26441,443,1366,280,280,9,34,5,4,allow
14605,53,14605,53,209,77,132,2,30,1,1,allow
56354,443,18179,443,3775,1791,1984,24,203,12,12,allow
41252,53,41252,53,398,93,143,3,32,2,1,allow
56368,443,23641,443,3734,1750,1984,24,203,12,12,allow
64877,53,58345,53,182,93,89,2,30,1,1,allow
56358,443,57449,443,3734,1750,1984,24,203,12,12,allow
49611,19000,49520,19000,594,174,420,2,31,1,1,allow
55046,443,52512,443,3804,1099,2705,19,137,8,11,allow
52999,443,51791,443,416,210,206,7,28,4,3,allow
48817,6881,48817,6881,863,363,500,4,1200,2,2,allow
53146,443,41053,183,29874004,955051,6307,31844,303,10580,21264,allow
38675,443,48538,443,5236,1549,3687,19,29,11,8,allow
35484,443,11377,443,1633,1038,5565,14,34,10,6,allow
49237,443,19904,443,33985,8645,25340,53,35,28,25,allow
57442,2258,57442,2258,156,156,0,3,8,3,0,allow
56367,443,45911,443,4038,1750,1924,23,203,12,11,allow
56366,443,31914,443,3715,1791,1924,23,203,12,11,allow
56357,443,45710,443,3674,1750,1924,23,203,12,11,allow
56364,322,6103,443,3775,1791,1984,24,203,12,12,allow
56312,53,62143,53,711,89,624,2,30,1,1,allow
56615,53,58132,53,170,89,83,2,30,1,1,allow
39017,443,58610,443,5176,1138,4315,20,26,9,7,allow
57027,53,54514,53,170,87,83,2,30,1,1,allow
50619,53,43137,53,236,94,139,2,30,1,1,allow
63440,53,0,0,330,95,184,2,30,1,1,allow
48817,33028,48817,33028,152,134,0,1,1200,1,0,allow
39857,13073,48817,13073,787,296,491,4,1200,1,2,allow
56088,53,23327,53,256,93,163,2,31,1,1,allow
55179,53,30030,53,182,93,89,2,31,1,1,allow
35708,443,18676,443,8264,1910,9317,21,361,10,11,allow
50176,53,47477,53,768,99,669,2,31,1,1,allow
38287,443,33294,443,424,210,214,7,131,4,3,allow
48817,27003,48817,27003,839,296,543,4,1200,2,2,allow
6881,6886,29502,6881,231,111,120,2,1200,1,1,allow
48817,16156,48817,16156,513,152,361,2,1200,1,1,allow
55349,53,40115,53,701,93,613,2,30,1,1,allow
48817,6884,48817,6884,527,277,202,4,1200,2,2,allow
45200,6881,48817,6885,479,277,202,4,1200,2,2,allow
54458,5228,38008,5228,5258,2358,6749,24,3600,13,11,allow
54409,60038,0,0,66,66,0,1,90,1,0,allow
51656,445,0,0,70,70,0,1,0,1,0,drop
51652,445,0,0,70,70,0,1,0,1,0,drop
54140,17372,0,0,66,66,0,1,0,1,0,deny
2543,25174,0,0,66,65,0,1,0,1,0,deny
55464,22114,0,0,62,62,0,1,0,1,0,deny
63264,445,0,0,70,70,0,1,0,1,0,drop
63423,445,0,0,66,66,0,1,0,1,0,drop
63364,57470,0,0,66,66,0,1,0,1,0,deny
52925,33644,0,0,62,62,0,1,0,1,0,deny
63262,445,0,0,70,70,0,1,0,1,0,drop
43639,26467,0,0,66,66,0,1,0,1,0,deny
26881,25174,0,0,66,66,0,1,0,1,0,deny
40128,80,6000,80,2437,1277,2063,12,29,7,5,allow
19944,22114,0,0,62,62,0,1,0,1,0,deny
63261,445,0,0,70,70,0,1,0,1,0,drop
22636,30188,0,0,66,66,0,1,0,1,0,deny
63260,445,0,0,70,70,0,1,0,1,0,drop
35937,25174,0,0,66,66,0,1,0,1,0,deny
63416,445,0,0,66,66,0,1,0,1,0,drop
63259,445,0,0,70,70,0,1,0,1,0,drop
19662,22114,0,0,62,62,0,1,0,1,0,deny
51638,445,0,0,70,70,0,1,0,1,0,drop
63253,445,0,0,70,70,0,1,0,1,0,drop
63254,445,0,0,70,70,0,1,0,1,0,drop
45169,14037,0,0,74,69,0,1,0,1,0,deny
60793,53733,0,0,67,67,0,1,0,1,0,deny
63414,445,0,0,66,66,0,1,0,1,0,drop
63239,445,0,0,70,70,0,1,0,1,0,drop
63237,445,0,0,70,70,0,1,0,1,0,drop
63234,445,0,0,67,67,0,1,0,1,0,drop
63229,445,0,0,70,70,0,1,0,1,0,drop
37555,16385,34137,16385,130,67,60,2,30,1,1,allow
56367,53,38735,53,194,102,92,2,30,1,1,allow
53543,443,12783,443,3964,1908,2056,23,94,13,10,allow
56751,443,1821,443,8059,2039,6020,20,15,11,9,allow
50038,53,65055,53,199,87,199,4,59,2,2,allow
52456,443,26443,443,7341,2121,5220,20,135,9,10,allow
56477,443,27592,443,5638,2934,2704,15,120,7,8,allow
54762,53,0,0,86,86,0,1,30,1,0,allow
46767,443,3623,443,8376,2231,6145,25,130,12,13,allow
45754,443,17919,443,1625,1038,587,14,25,8,6,allow
49558,443,48351,443,12704,3459,9245,50,1336,18,32,allow
51730,80,16801,80,2913,633,2280,15,16,8,7,allow
44293,443,16772,443,5111,2280,3600,31,76,14,17,allow
54888,443,19902,0,4904,864,4040,17,28,10,7,allow
49929,444,34384,443,5609,2667,4402,22,28,13,9,allow
57655,443,26237,443,4917,1273,3644,17,34,10,7,allow
41821,80,46291,80,1056,362,133,10,30,6,4,allow
64877,53,56552,53,375,94,89,2,30,1,1,allow
41613,80,21847,80,6003,93,5312,13,16,7,1,allow
41612,80,34107,80,2016,552,1464,8,28,5,3,allow
56615,53,39007,53,177,94,83,2,29,1,1,allow
57111,53,59340,53,199,94,105,2,30,1,1,allow
39924,443,50465,443,5229,1002,4227,21,16,11,10,allow
60794,20010,30261,20010,69,69,0,2,8,2,0,allow
56669,80,44947,80,234,234,0,4,12,4,0,allow
49288,443,55794,443,4578,1671,2907,19,28,11,8,allow
64723,53,45766,53,329,118,181,2,30,1,1,allow
40666,53,56266,53,168,78,90,2,30,1,1,allow
57027,53,33808,53,177,94,83,2,30,1,1,allow
56985,443,5059,443,2281,1126,1155,25,120,12,13,allow
55388,53,1153,53,177,94,83,2,30,1,1,allow
56747,53,48027,53,226,110,116,2,30,1,1,allow
56492,53,50404,53,177,94,83,2,30,1,1,allow
56747,53,24796,53,172,93,78,2,30,1,1,allow
55171,53,4183,53,79,79,0,2,34,2,0,allow
51911,80,54033,80,5474,1920,3554,20,65,12,8,allow
54743,80,43064,443,6453,1316,5137,16,315,9,7,allow
60337,443,11026,443,1862,1223,6900,18,89,11,7,allow
56437,80,52294,80,17128,1499,15629,21,21,9,15,allow
55535,80,6697,80,18450,1862,16588,29,17,15,14,allow
34952,53,65291,53,177,94,83,2,30,1,1,allow
60553,443,11360,443,7981,1867,9317,32,313,13,15,allow
56221,443,24462,443,129824,16359,113465,16,459,79,1,allow
64009,80,25096,80,314,192,122,6,15,4,2,allow
56703,53,54677,53,183,94,89,2,30,1,1,allow
58938,443,4576,443,6169,770,5265,21,380,8,10,allow
34452,80,18909,80,6260,696,5564,17,16,9,8,allow
55258,53,50282,53,192,94,83,2,30,1,1,allow
56615,53,33953,53,177,94,83,2,30,1,1,allow
64443,53,23166,53,878,184,138,6,71,3,3,allow
57235,53,31902,53,210,102,108,2,30,1,1,allow
64971,27026,15730,27026,1012,462,550,4,30,2,2,allow
55179,53,18189,53,183,94,89,2,30,1,1,allow
56492,53,50282,53,192,94,83,2,30,1,1,allow
63989,53,19416,53,259,110,149,2,30,1,1,allow
65528,53,21468,53,168,93,82,2,30,1,1,allow
56490,443,32124,443,163763,5320,6783,178,120,60,118,allow
40146,443,31443,443,280,774,140,5,130,3,6,allow
40877,443,37669,443,6451,1003,5448,21,360,11,10,allow
48817,47005,48817,47005,69,158,0,1,3,1,0,allow
55937,53,13424,53,177,94,83,2,30,1,1,allow
34454,80,29541,80,2913,633,906,15,16,8,7,allow
9394,14227,24044,295,3613,433,3180,11,15,6,5,allow
43166,80,43166,80,26540,1688,4264,36,136,15,21,allow
65480,53,23239,53,211,102,109,2,30,1,1,allow
37555,16384,61049,8479,130,70,60,2,30,1,1,allow
65263,53,53101,53,232,110,122,2,30,1,1,allow
56747,53,24392,53,172,94,78,2,30,1,1,allow
48292,444,25950,443,7476,2315,5161,18,135,8,10,allow
50986,443,50781,443,67798,17043,50755,202,146,110,92,allow
10125,443,63386,443,6151,2939,3212,20,332,13,15,allow
8890,443,57332,443,4367,1108,3259,37,426,11,26,allow
51979,443,24826,443,10613,3156,7457,42,15,24,18,allow
56396,443,37415,443,4239,1626,2389,25,179,12,13,allow
35265,80,15083,80,3524,2698,826,14,16,8,6,allow
5588,5588,0,0,3562,1936,1626,48,194,24,24,allow
51221,65427,56298,65427,460,150,310,2,1200,2,1,allow
60338,443,20283,322,3648,2251,1397,28,89,16,12,allow
9404,443,30760,443,5693,499,5194,14,15,7,7,allow
9459,443,49394,443,5697,503,5194,14,15,7,7,allow
49158,80,49158,183,10922,816,10106,8,18,8,11,allow
49935,11979,48016,443,366,725,186,7,28,4,3,allow
49631,53,64330,53,198,102,96,2,33,1,1,allow
65422,53,8384,53,448,84,364,4,54,2,2,allow
54955,443,35962,443,10265,1831,8434,34,72,17,17,allow
52070,80,56531,80,3572,2746,105,14,15,8,6,allow
61406,443,61406,443,4529,1622,2907,19,27,11,8,allow
45727,443,38522,443,1625,1038,587,14,29,8,6,allow
41820,80,9493,80,1056,362,188,10,49,6,4,allow
