Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
65282.0,53.0,,53.0,193.0,102.0,91.0,2.0,30.0,1.0,1.0,allow
49442.0,53.0,,53.0,326.0,110.0,216.0,2.0,30.0,1.0,1.0,allow
65057.0,,20625.0,53.0,397.0,102.0,295.0,2.0,30.0,1.0,,allow
48496.0,443.0,6861.0,443.0,2661.0,1558.0,1103.0,18.0,807.0,7.0,11.0,allow
56840.0,53.0,4523.0,53.0,242.0,110.0,,2.0,30.0,1.0,1.0,allow
45979.0,80.0,24142.0,80.0,1638.0,1324.0,314.0,10.0,15.0,5.0,5.0,allow
37653.0,443.0,30565.0,443.0,9605.0,2939.0,6666.0,29.0,46.0,17.0,12.0,allow
60488.0,27615.0,36232.0,27615.0,70.0,70.0,0.0,2.0,,2.0,0.0,allow
52126.0,56057.0,8315.0,56057.0,70.0,70.0,0.0,1.0,5.0,1.0,0.0,allow
55543.0,3389.0,55543.0,3389.0,,1774.0,1714.0,17.0,32.0,9.0,8.0,allow
60485.0,13314.0,64825.0,13314.0,,70.0,0.0,2.0,8.0,2.0,0.0,allow
56799.0,443.0,37236.0,443.0,7511.0,2237.0,5274.0,17.0,16.0,9.0,8.0,allow
52128.0,21294.0,45027.0,,,70.0,0.0,1.0,4.0,,0.0,allow
62920.0,993.0,31712.0,993.0,7974.0,,3799.0,65.0,32.0,40.0,25.0,allow
49163.0,443.0,41945.0,443.0,2529.0,,1299.0,17.0,16.0,9.0,8.0,allow
65465.0,53.0,17852.0,53.0,755.0,102.0,653.0,2.0,29.0,,1.0,allow
56738.0,53.0,23984.0,53.0,264.0,87.0,177.0,4.0,37.0,2.0,2.0,allow
56998.0,53.0,58740.0,53.0,177.0,94.0,83.0,2.0,29.0,1.0,1.0,allow
52308.0,53.0,36287.0,53.0,70.0,70.0,0.0,1.0,29.0,1.0,0.0,allow
65462.0,53.0,17722.0,53.0,102.0,102.0,0.0,1.0,30.0,1.0,0.0,allow
55988.0,53.0,26621.0,53.0,353.0,94.0,259.0,2.0,,1.0,1.0,allow
60944.0,443.0,4014.0,443.0,5081.0,896.0,4185.0,16.0,70.0,8.0,8.0,allow
40932.0,443.0,9497.0,443.0,10803.0,,6318.0,36.0,345.0,19.0,17.0,allow
42854.0,443.0,46516.0,443.0,4268.0,,1432.0,,,13.0,12.0,allow
22659.0,53.0,22659.0,,247.0,98.0,149.0,2.0,,1.0,,allow
52077.0,53.0,26834.0,,199.0,94.0,105.0,2.0,30.0,1.0,1.0,allow
53913.0,,,28402.0,70.0,70.0,0.0,1.0,4.0,1.0,0.0,allow
55039.0,,,53.0,177.0,94.0,83.0,2.0,30.0,1.0,1.0,allow
55039.0,53.0,21186.0,53.0,177.0,94.0,83.0,2.0,30.0,1.0,1.0,allow
13859.0,53.0,13859.0,53.0,215.0,98.0,,2.0,30.0,1.0,1.0,allow
64823.0,53.0,48646.0,53.0,210.0,102.0,108.0,2.0,,,1.0,allow
55830.0,53.0,13004.0,,177.0,94.0,83.0,2.0,30.0,,1.0,allow
49709.0,80.0,19787.0,80.0,1702.0,1388.0,314.0,10.0,15.0,5.0,5.0,allow
65130.0,,,53.0,266.0,110.0,156.0,2.0,30.0,1.0,1.0,allow
55830.0,53.0,38726.0,,177.0,94.0,83.0,2.0,29.0,1.0,1.0,allow
56185.0,53.0,59066.0,,216.0,94.0,122.0,2.0,,1.0,1.0,allow
64220.0,53.0,21263.0,53.0,265.0,110.0,155.0,2.0,30.0,1.0,,allow
59399.0,53.0,32458.0,53.0,232.0,94.0,138.0,2.0,,1.0,1.0,allow
31126.0,53.0,31126.0,53.0,240.0,98.0,,2.0,30.0,1.0,1.0,allow
56326.0,,62646.0,53.0,177.0,94.0,83.0,2.0,30.0,1.0,1.0,allow
64125.0,53.0,22287.0,53.0,199.0,102.0,97.0,2.0,31.0,1.0,1.0,allow
58345.0,123.0,37586.0,123.0,184.0,94.0,90.0,2.0,30.0,1.0,1.0,allow
65343.0,53.0,9995.0,53.0,197.0,,95.0,2.0,30.0,1.0,1.0,allow
65082.0,53.0,20499.0,53.0,183.0,94.0,89.0,,31.0,,1.0,allow
51813.0,443.0,19561.0,443.0,3182.0,1568.0,,8.0,121.0,4.0,4.0,allow
55293.0,53.0,52510.0,53.0,230.0,110.0,120.0,2.0,,1.0,1.0,allow
65100.0,53.0,63534.0,53.0,199.0,102.0,97.0,2.0,30.0,1.0,1.0,allow
41139.0,443.0,57233.0,443.0,9152383.0,160511.0,8991872.0,8428.0,252.0,,6167.0,allow
61800.0,3389.0,61800.0,3389.0,3429.0,1474.0,1955.0,16.0,16.0,8.0,8.0,allow
35247.0,80.0,59441.0,80.0,1614.0,,314.0,10.0,15.0,5.0,5.0,allow
41444.0,80.0,42580.0,80.0,1000.0,577.0,423.0,10.0,200.0,6.0,4.0,allow
56439.0,80.0,9837.0,80.0,,1499.0,15629.0,24.0,25.0,9.0,15.0,allow
49701.0,,3982.0,,28497.0,1646.0,,,,,22.0,allow
64912.0,,,53.0,356.0,118.0,238.0,,,,1.0,allow
43853.0,443.0,27275.0,443.0,6156.0,4764.0,1392.0,17.0,231.0,11.0,6.0,allow
32869.0,53.0,,53.0,197.0,90.0,107.0,2.0,30.0,,1.0,allow
40453.0,443.0,22159.0,443.0,,114.0,0.0,2.0,120.0,2.0,,allow
,53.0,61017.0,53.0,193.0,102.0,91.0,2.0,31.0,1.0,1.0,allow
27777.0,80.0,27777.0,80.0,12281469.0,369857.0,11911612.0,,,5536.0,8301.0,allow
34310.0,80.0,6005.0,80.0,1614.0,1300.0,314.0,10.0,15.0,5.0,5.0,allow
44894.0,443.0,39327.0,443.0,1849.0,1130.0,719.0,17.0,36.0,9.0,8.0,allow
50640.0,80.0,59027.0,80.0,2374.0,936.0,1438.0,13.0,45.0,7.0,6.0,allow
62908.0,993.0,3979.0,993.0,,3614.0,5158.0,,54.0,35.0,42.0,allow
64426.0,53.0,20042.0,53.0,289.0,101.0,188.0,4.0,51.0,2.0,2.0,allow
49582.0,53.0,29592.0,53.0,168.0,78.0,90.0,2.0,30.0,1.0,1.0,allow
54613.0,53.0,0.0,0.0,86.0,,,1.0,30.0,1.0,0.0,allow
58771.0,53.0,58771.0,53.0,226.0,106.0,120.0,,30.0,,1.0,allow
12567.0,,12567.0,53.0,231.0,,141.0,2.0,30.0,1.0,1.0,allow
52125.0,49224.0,3384.0,49224.0,70.0,70.0,,1.0,5.0,1.0,0.0,allow
62066.0,443.0,,443.0,11816.0,,8641.0,32.0,46.0,16.0,16.0,allow
62915.0,993.0,36226.0,993.0,8257.0,4187.0,4070.0,70.0,43.0,,28.0,allow
65343.0,53.0,45711.0,53.0,197.0,102.0,95.0,2.0,30.0,1.0,1.0,allow
57442.0,53.0,59819.0,53.0,411.0,110.0,301.0,2.0,30.0,1.0,,allow
51221.0,45722.0,40795.0,45722.0,,150.0,,2.0,1200.0,1.0,1.0,allow
36588.0,5223.0,46105.0,5223.0,4336.0,1518.0,2818.0,23.0,3005.0,14.0,9.0,allow
,53.0,31871.0,53.0,177.0,,,2.0,31.0,1.0,1.0,allow
64259.0,53.0,65307.0,53.0,211.0,78.0,,2.0,31.0,1.0,1.0,allow
49515.0,53.0,61596.0,53.0,195.0,102.0,93.0,2.0,31.0,,1.0,allow
49516.0,,19547.0,,183.0,94.0,,2.0,31.0,1.0,1.0,allow
61163.0,,25794.0,443.0,8637.0,5348.0,3289.0,37.0,738.0,15.0,22.0,allow
44847.0,20009.0,63949.0,20009.0,502.0,,352.0,2.0,1200.0,1.0,1.0,allow
37965.0,,29898.0,52608.0,1577.0,594.0,983.0,20.0,2766.0,10.0,,allow
38945.0,443.0,48637.0,443.0,20511.0,4206.0,16305.0,24.0,134.0,7.0,17.0,allow
65355.0,,61445.0,53.0,741.0,94.0,647.0,2.0,30.0,1.0,1.0,allow
65100.0,53.0,16934.0,53.0,199.0,102.0,97.0,2.0,30.0,1.0,1.0,allow
38731.0,443.0,59272.0,,13181.0,5856.0,7325.0,23.0,135.0,11.0,12.0,allow
10151.0,10016.0,24460.0,10016.0,460.0,150.0,310.0,2.0,1200.0,1.0,1.0,allow
30188.0,13384.0,3738.0,13384.0,501.0,150.0,351.0,2.0,1200.0,1.0,1.0,allow
49659.0,,27992.0,443.0,11455.0,2804.0,8651.0,59.0,121.0,28.0,31.0,allow
52152.0,58114.0,40189.0,58114.0,70.0,70.0,0.0,2.0,8.0,2.0,0.0,allow
51987.0,443.0,55315.0,443.0,134.0,60.0,74.0,3.0,5.0,2.0,1.0,allow
50128.0,443.0,52903.0,443.0,15069.0,5689.0,9380.0,51.0,35.0,27.0,24.0,allow
59284.0,443.0,33120.0,443.0,10243.0,3289.0,6954.0,41.0,26.0,21.0,20.0,allow
45564.0,443.0,62998.0,,4851.0,848.0,4003.0,16.0,16.0,9.0,,allow
51157.0,443.0,53397.0,443.0,2791.0,1800.0,991.0,26.0,186.0,15.0,11.0,allow
,53.0,10616.0,53.0,,94.0,,2.0,30.0,1.0,1.0,allow
20253.0,53.0,20253.0,53.0,404.0,259.0,145.0,3.0,,2.0,1.0,allow
5048.0,53.0,5048.0,53.0,247.0,98.0,149.0,2.0,34.0,1.0,1.0,allow
,53.0,,53.0,404.0,259.0,145.0,3.0,32.0,2.0,,allow
54978.0,80.0,11814.0,80.0,1448.0,539.0,909.0,17.0,32.0,9.0,8.0,allow
49860.0,53.0,46004.0,53.0,212.0,102.0,110.0,2.0,30.0,1.0,1.0,allow
60484.0,52001.0,52870.0,52001.0,320.0,140.0,180.0,6.0,8.0,3.0,3.0,allow
46202.0,,10482.0,443.0,19149.0,2846.0,16303.0,41.0,25.0,,21.0,allow
58058.0,53.0,0.0,0.0,86.0,86.0,0.0,1.0,30.0,1.0,0.0,allow
53226.0,445.0,0.0,0.0,70.0,,0.0,,0.0,,,drop
53223.0,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop
64363.0,22114.0,0.0,,66.0,66.0,0.0,1.0,0.0,1.0,,deny
60899.0,25174.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,deny
33814.0,22114.0,,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
65014.0,445.0,0.0,,,66.0,0.0,1.0,,1.0,0.0,drop
59874.0,22114.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
27922.0,,0.0,0.0,,62.0,0.0,,0.0,1.0,0.0,deny
57348.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny
3764.0,9694.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
60605.0,3389.0,,0.0,60.0,60.0,0.0,1.0,0.0,1.0,0.0,deny
9212.0,51505.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
62194.0,50584.0,0.0,,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
39583.0,37965.0,0.0,0.0,66.0,,0.0,1.0,0.0,,0.0,deny
12909.0,47807.0,0.0,,148.0,148.0,0.0,1.0,0.0,1.0,0.0,deny
50052.0,65008.0,0.0,0.0,60.0,60.0,0.0,,0.0,1.0,0.0,deny
65006.0,445.0,0.0,0.0,66.0,,,1.0,0.0,1.0,0.0,drop
65009.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
65008.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
65005.0,445.0,,0.0,66.0,66.0,0.0,,0.0,1.0,0.0,drop
64999.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop
65002.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
65000.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop
56528.0,64147.0,0.0,0.0,62.0,,0.0,1.0,0.0,1.0,0.0,deny
64853.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,,0.0,drop
28649.0,43890.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,deny
64850.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
39063.0,44847.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,deny
53220.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
31066.0,57470.0,0.0,0.0,74.0,74.0,0.0,1.0,0.0,1.0,0.0,deny
53215.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,,1.0,0.0,drop
53214.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop
53211.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop
55155.0,2767.0,0.0,,,66.0,0.0,1.0,0.0,1.0,0.0,deny
42722.0,56448.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,deny
64846.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
52459.0,3399.0,,0.0,,60.0,0.0,,0.0,1.0,0.0,deny
50394.0,25174.0,0.0,0.0,62.0,62.0,0.0,,0.0,1.0,0.0,deny
43888.0,,0.0,0.0,62.0,,0.0,1.0,0.0,1.0,0.0,deny
64845.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,,1.0,0.0,drop
1280.0,25174.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
443.0,56513.0,0.0,0.0,78.0,78.0,,1.0,0.0,1.0,0.0,deny
59436.0,22114.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
19298.0,30188.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64841.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
50637.0,36237.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,deny
53206.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop
53204.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop
53203.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
47771.0,,0.0,0.0,146.0,,0.0,1.0,0.0,1.0,0.0,deny
64993.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
53202.0,,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop
64840.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64991.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop
64988.0,,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop
64987.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,drop
64985.0,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
5912.0,22114.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
1660.0,8696.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,,0.0,deny
51455.0,53733.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
60579.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
10312.0,23117.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64835.0,445.0,0.0,0.0,70.0,70.0,0.0,,,1.0,0.0,drop
48839.0,37807.0,,0.0,62.0,62.0,,1.0,0.0,1.0,0.0,deny
17004.0,64147.0,0.0,0.0,66.0,66.0,0.0,1.0,,,0.0,deny
53197.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop
33589.0,23.0,0.0,0.0,60.0,,0.0,1.0,0.0,1.0,0.0,deny
20953.0,23.0,0.0,0.0,60.0,60.0,,1.0,0.0,,,deny
6247.0,51221.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,,0.0,deny
10381.0,22114.0,0.0,0.0,,62.0,,1.0,0.0,1.0,0.0,deny
53193.0,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop
53191.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
52625.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
29512.0,30188.0,0.0,0.0,66.0,,0.0,1.0,0.0,,,deny
2049.0,32480.0,0.0,,,66.0,0.0,1.0,0.0,1.0,0.0,deny
61761.0,44847.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,deny
56213.0,26467.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
4748.0,64147.0,0.0,0.0,66.0,66.0,,1.0,0.0,1.0,0.0,deny
45964.0,2225.0,0.0,0.0,60.0,60.0,0.0,1.0,0.0,1.0,0.0,deny
64975.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
13588.0,15503.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
47561.0,26467.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64822.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
21993.0,25174.0,,0.0,,62.0,0.0,,0.0,1.0,0.0,deny
63136.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
1143.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64967.0,445.0,0.0,0.0,66.0,66.0,0.0,,,1.0,0.0,drop
53176.0,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop
60180.0,31573.0,0.0,,,62.0,0.0,1.0,0.0,1.0,0.0,deny
64819.0,445.0,0.0,0.0,70.0,70.0,0.0,,0.0,1.0,0.0,drop
2864.0,25174.0,0.0,0.0,66.0,,0.0,1.0,,,0.0,deny
443.0,14591.0,0.0,,60.0,60.0,0.0,1.0,0.0,1.0,,deny
443.0,,0.0,0.0,85.0,85.0,0.0,1.0,0.0,1.0,0.0,deny
443.0,,0.0,0.0,100.0,100.0,0.0,1.0,0.0,1.0,0.0,deny
993.0,3979.0,0.0,0.0,129.0,129.0,,1.0,0.0,1.0,0.0,deny
2932.0,44847.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
64965.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,drop
55893.0,45711.0,0.0,,,78.0,0.0,1.0,0.0,1.0,0.0,deny
51430.0,25174.0,0.0,0.0,62.0,,0.0,1.0,0.0,1.0,0.0,deny
20682.0,57470.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
57585.0,,,0.0,62.0,62.0,0.0,1.0,0.0,1.0,,deny
64815.0,445.0,,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
15347.0,55108.0,0.0,0.0,148.0,148.0,0.0,1.0,0.0,1.0,0.0,deny
64958.0,445.0,0.0,,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
,65010.0,0.0,0.0,60.0,60.0,0.0,1.0,0.0,1.0,,deny
64813.0,445.0,0.0,,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64954.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,,0.0,drop
24351.0,57470.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
,0.0,0.0,0.0,244.0,244.0,,2.0,0.0,2.0,0.0,allow
64811.0,445.0,0.0,0.0,70.0,70.0,,1.0,0.0,1.0,0.0,drop
53120.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
18415.0,37965.0,,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
59937.0,18375.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
52462.0,25174.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
62339.0,,0.0,0.0,66.0,,0.0,1.0,0.0,1.0,0.0,deny
54914.0,,0.0,0.0,,62.0,0.0,1.0,0.0,1.0,,deny
63867.0,35993.0,,0.0,,66.0,,1.0,0.0,1.0,0.0,deny
59048.0,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
,67.0,0.0,0.0,594.0,594.0,0.0,1.0,0.0,1.0,,deny
53166.0,445.0,0.0,0.0,,70.0,0.0,1.0,0.0,1.0,,drop
53165.0,445.0,,0.0,,70.0,0.0,1.0,0.0,1.0,0.0,drop
53162.0,445.0,0.0,0.0,70.0,70.0,0.0,,,1.0,0.0,drop
64940.0,445.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
64939.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
64937.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
64941.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
64936.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,,drop
64938.0,445.0,0.0,0.0,66.0,,0.0,1.0,0.0,1.0,0.0,drop
64934.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,,1.0,0.0,drop
64933.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
33886.0,52255.0,,0.0,162.0,162.0,0.0,1.0,0.0,1.0,0.0,deny
,22114.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,,drop
59060.0,50584.0,0.0,0.0,,62.0,0.0,1.0,0.0,1.0,0.0,deny
64802.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
,,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny
64801.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
10192.0,25174.0,,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
64800.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64799.0,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop
50236.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64793.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64795.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
2346.0,25174.0,0.0,0.0,62.0,62.0,0.0,1.0,,1.0,0.0,deny
36456.0,25174.0,,0.0,146.0,146.0,0.0,1.0,0.0,1.0,0.0,deny
53160.0,445.0,0.0,0.0,,70.0,0.0,,0.0,1.0,0.0,drop
53157.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
53155.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
,445.0,0.0,0.0,70.0,70.0,,1.0,,1.0,0.0,drop
55735.0,50584.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
26425.0,22114.0,0.0,0.0,146.0,146.0,0.0,1.0,0.0,1.0,,deny
23843.0,26467.0,0.0,0.0,,62.0,0.0,1.0,,1.0,0.0,deny
,,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,deny
54976.0,15503.0,,,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
64921.0,445.0,,0.0,,66.0,0.0,1.0,0.0,1.0,0.0,drop
64920.0,445.0,0.0,0.0,66.0,66.0,0.0,1.0,0.0,1.0,0.0,drop
,,0.0,0.0,66.0,66.0,0.0,,0.0,1.0,,drop
60527.0,35440.0,0.0,,,,0.0,1.0,0.0,,0.0,deny
,445.0,0.0,0.0,70.0,,0.0,1.0,0.0,1.0,0.0,drop
64780.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
,18811.0,0.0,0.0,60.0,60.0,0.0,1.0,0.0,1.0,0.0,deny
64775.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64770.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,1.0,0.0,drop
64771.0,445.0,0.0,0.0,70.0,70.0,0.0,1.0,0.0,,0.0,drop
49336.0,25174.0,0.0,0.0,66.0,66.0,0.0,,,1.0,0.0,deny
,,,0.0,66.0,,0.0,1.0,0.0,1.0,0.0,deny
37522.0,22114.0,0.0,0.0,62.0,62.0,0.0,1.0,0.0,1.0,0.0,deny
9505.0,,9745.0,,3613.0,433.0,3180.0,11.0,16.0,6.0,5.0,allow
49068.0,443.0,37354.0,,98965.0,16634.0,82331.0,187.0,30.0,82.0,105.0,allow
50411.0,8080.0,50411.0,8080.0,1626.0,798.0,828.0,11.0,61.0,6.0,5.0,allow
56088.0,53.0,17141.0,,774.0,101.0,,2.0,30.0,1.0,1.0,allow
56582.0,53.0,45513.0,53.0,98.0,98.0,0.0,1.0,30.0,1.0,0.0,allow
64426.0,53.0,47787.0,53.0,289.0,101.0,188.0,4.0,50.0,2.0,2.0,allow
50592.0,443.0,1677.0,443.0,9646.0,3396.0,6250.0,23.0,79.0,12.0,11.0,allow
9513.0,443.0,25594.0,,3615.0,435.0,3180.0,11.0,16.0,6.0,5.0,allow
52160.0,49212.0,45447.0,49212.0,316.0,136.0,,6.0,,3.0,3.0,allow
56611.0,53.0,8939.0,53.0,91.0,91.0,0.0,1.0,30.0,1.0,0.0,allow
62052.0,443.0,44827.0,443.0,11674.0,2699.0,8975.0,27.0,48.0,14.0,13.0,allow
52147.0,30265.0,24438.0,30265.0,70.0,70.0,0.0,2.0,,2.0,0.0,allow
65343.0,53.0,12324.0,53.0,194.0,,95.0,2.0,30.0,,1.0,allow
41892.0,443.0,2330.0,443.0,2594.0,1280.0,1314.0,17.0,17.0,9.0,8.0,allow
41890.0,,5361.0,443.0,7014.0,1958.0,5056.0,,18.0,19.0,12.0,allow
65082.0,53.0,,,182.0,93.0,89.0,,,1.0,1.0,allow
50109.0,53.0,61948.0,53.0,768.0,99.0,669.0,2.0,30.0,1.0,1.0,allow
54998.0,53.0,17431.0,53.0,711.0,87.0,624.0,2.0,30.0,1.0,,allow
55797.0,53.0,14709.0,53.0,,88.0,647.0,2.0,30.0,1.0,1.0,allow
59959.0,80.0,18461.0,80.0,1052.0,612.0,440.0,10.0,16.0,5.0,5.0,allow
64886.0,53.0,,53.0,295.0,101.0,194.0,4.0,,2.0,,allow
19054.0,3389.0,19054.0,3389.0,,1850.0,1714.0,18.0,35.0,10.0,8.0,allow
34779.0,443.0,25876.0,443.0,34914.0,5279.0,29635.0,,,18.0,29.0,allow
53975.0,443.0,,,9782.0,1996.0,7786.0,30.0,31.0,14.0,16.0,allow
45390.0,80.0,63396.0,80.0,16713.0,1698.0,15015.0,31.0,32.0,17.0,14.0,allow
54819.0,3389.0,54819.0,3389.0,3327.0,1438.0,,15.0,17.0,8.0,7.0,allow
38635.0,443.0,,443.0,4089.0,1965.0,2124.0,25.0,83.0,13.0,12.0,allow
55714.0,18904.0,51148.0,,320.0,140.0,180.0,6.0,6.0,3.0,3.0,allow
34354.0,443.0,64555.0,443.0,3603.0,562.0,3041.0,,15.0,6.0,4.0,allow
9518.0,,46388.0,,3613.0,433.0,3180.0,,16.0,,5.0,allow
52776.0,443.0,19615.0,443.0,10091.0,2314.0,7777.0,,17.0,18.0,15.0,allow
